,Tata Open,Tata High,Tata Low,Tata Close,Tata Adj Close,Tata Volume
8/26/2021,3660,3687.600098,3647.899902,3671.850098,3543.215332,1902533
8/25/2021,3610,3697.75,3607.050049,3659,3530.814941,2123263
8/24/2021,3657,3667.350098,3594.399902,3613.199951,3486.619873,2511141
8/23/2021,3580,3673,3561.899902,3637.399902,3509.97168,3744176
8/20/2021,3506,3575,3500,3559.5,3434.801025,2836148
8/18/2021,3573.850098,3595,3536.600098,3560.550049,3435.813965,2631309
8/17/2021,3482.100098,3560.800049,3463,3553.050049,3428.576904,4336019
8/16/2021,3460,3494.350098,3436.5,3472.949951,3351.282715,2083489
8/13/2021,3360.75,3480,3357.5,3463.399902,3342.067627,4363584
08-12-2021,3326,3368,3326,3351.75,3234.328857,1310205
08-11-2021,3350,3360,3327.100098,3344.199951,3227.043701,1929707
08-10-2021,3315.600098,3349.899902,3315.600098,3333.899902,3217.104248,2040777
08-09-2021,3323.899902,3337,3310,3322.699951,3206.296631,1510489
08-06-2021,3272.550049,3324,3265,3309.800049,3193.848877,2292362
08-05-2021,3275,3315,3262.5,3283.949951,3168.904053,2534521
08-04-2021,3300,3305.199951,3261.199951,3273.949951,3159.254639,2929598
08-03-2021,3229,3290,3218.949951,3284.899902,3169.820801,3804735
08-02-2021,3180,3224.899902,3167,3219.399902,3106.615479,2608669
7/30/2021,3219,3223.5,3162.350098,3167.449951,3056.485352,2999943
7/29/2021,3200.25,3225.449951,3190.300049,3195.800049,3083.842285,1731997
7/28/2021,3188,3204.449951,3132.399902,3197.800049,3085.771973,1660654
7/27/2021,3200,3210,3161.149902,3182.949951,3071.442627,1121367
7/26/2021,3200,3224.25,3190.850098,3197.550049,3085.531006,1259611
7/23/2021,3230,3241.550049,3206.649902,3212.850098,3100.295166,1776193
7/22/2021,3190,3224.949951,3190,3216.350098,3103.672119,2859334
7/20/2021,3184.600098,3215,3156.149902,3205.800049,3093.491943,1811945
7/19/2021,3180,3199.800049,3176,3184.600098,3073.034668,1597058
7/16/2021,3213,3219.850098,3192,3194.800049,3082.877441,1256526
7/15/2021,3227.600098,3231.850098,3194,3202.949951,3090.741699,2232968
7/14/2021,3187,3222,3185,3214.550049,3095.18042,2044279
7/13/2021,3214,3214,3175,3187.550049,3069.18335,1809339
07-12-2021,3235,3236,3188.350098,3193.100098,3074.527344,1892226
07-09-2021,3250,3282,3201,3208.149902,3089.018555,6365067
07-08-2021,3298,3298,3231.899902,3258.5,3137.498535,2485811
07-07-2021,3275,3282.699951,3241.600098,3274.949951,3153.337891,2640710
07-06-2021,3313,3328,3256.100098,3262.300049,3141.157471,2159420
07-05-2021,3342,3374,3302,3321,3197.677979,1972858
07-02-2021,3331,3339.699951,3295.199951,3325.449951,3201.962158,1682274
07-01-2021,3358,3362,3332.350098,3341.5,3217.416504,990310
6/30/2021,3346,3382,3338.5,3345.75,3221.508789,1693146
6/29/2021,3342,3366.300049,3326.5,3340.850098,3216.790527,1497322
6/28/2021,3391.5,3391.5,3333,3336.75,3212.842773,1355238
6/25/2021,3375.25,3399.649902,3350,3380.800049,3255.257568,2722861
6/24/2021,3284,3383,3278.5,3373.600098,3248.324463,4155204
6/23/2021,3329,3329,3256.399902,3261.399902,3140.290771,1467104
6/22/2021,3304,3327.050049,3285,3301.199951,3178.612793,1708688
6/21/2021,3265,3286,3251.699951,3273.100098,3151.556152,1130569
6/18/2021,3350.899902,3358,3275,3297.300049,3174.858154,3380431
6/17/2021,3265.5,3336.050049,3260,3317.75,3194.548584,2273413
6/16/2021,3262.100098,3294.699951,3253,3274.350098,3152.76001,1635552
6/15/2021,3298,3298,3251.550049,3262.75,3141.590576,1304985
6/14/2021,3279,3308.699951,3270.350098,3276.350098,3154.685547,1847360
06-11-2021,3211.550049,3309,3211,3273.800049,3152.230713,3452954
06-10-2021,3210,3224,3193,3216.800049,3097.347168,1874324
06-09-2021,3202,3220,3186.199951,3200.25,3081.411621,1710925
06-08-2021,3198,3231,3187.199951,3200.149902,3081.31543,2574057
06-07-2021,3145,3190.449951,3133.600098,3183.199951,3064.994629,2559821
06-04-2021,3128,3156.850098,3125,3143.75,3027.009766,1836060
06-03-2021,3154.550049,3154.550049,3122.649902,3141.25,3024.602783,1281706
06-02-2021,3150.850098,3159.449951,3115,3129.449951,3013.240723,2240078
06-01-2021,3168.600098,3169.949951,3132,3153,3035.91626,1377441
5/31/2021,3150,3170.350098,3128.600098,3159.149902,3041.837646,1652799
5/28/2021,3189.5,3198,3135.649902,3143.600098,3026.865479,1763701
5/27/2021,3161.949951,3217.75,3161.800049,3180,3061.913574,5959785
5/26/2021,3120,3165,3103.800049,3158.5,3041.212158,1923753
5/25/2021,3092,3128.25,3082.100098,3114,2998.364746,1841613
5/24/2021,3081.5,3105,3072,3081.5,2952.628418,1652260
5/21/2021,3061,3088.199951,3055.100098,3080.5,2951.670166,1685566
5/20/2021,3067.100098,3088.800049,3052.100098,3060,2932.027588,2329027
5/19/2021,3084,3118,3067.100098,3082,2953.107422,1986041
5/18/2021,3100,3124,3078,3088.800049,2959.623047,2098538
5/17/2021,3055,3075.199951,3036,3069.75,2941.369629,2890462
5/14/2021,3098.5,3098.5,3040,3051.5,2923.883057,2043935
05-12-2021,3120,3120,3070.600098,3087.600098,2958.473389,1978558
05-11-2021,3125,3128.100098,3091.149902,3122.600098,2992.01001,2415625
05-10-2021,3145.949951,3164.199951,3125,3145.5,3013.95166,2137153
05-07-2021,3133,3159.850098,3111.800049,3132.899902,3001.878906,1912540
05-06-2021,3105.5,3134,3074,3111.449951,2981.325928,1791671
05-05-2021,3070,3099.399902,3052.399902,3095.699951,2966.234863,1939289
05-04-2021,3062.800049,3090,3035,3049.75,2922.206299,1990777
05-03-2021,3024.899902,3055,3004,3037,2909.989502,1545831
4/30/2021,3099,3132.050049,3020,3035.649902,2908.695801,3072305
4/29/2021,3145.600098,3157.350098,3105.5,3115.25,2984.967041,1621395
4/28/2021,3149.949951,3151,3112,3124.100098,2993.447021,1639037
4/27/2021,3106,3136.100098,3103,3132,3001.016357,1471417
4/26/2021,3102.050049,3153,3088.050049,3100.800049,2971.121582,2490260
4/23/2021,3105,3119,3091.050049,3109.5,2979.457764,1615309
4/22/2021,3148,3148,3105.25,3118.800049,2988.368652,1988980
4/20/2021,3225,3225.350098,3126.350098,3144.550049,3013.041748,3141893
4/19/2021,3169,3189,3135.100098,3161.800049,3029.570068,2679106
4/16/2021,3229,3247,3182.600098,3195.149902,3061.525391,3224657
4/15/2021,3160.300049,3237.25,3087.449951,3218.949951,3084.330078,6062760
4/13/2021,3214,3214,3073.050049,3104.050049,2974.23584,8654596
04-12-2021,3322.25,3338.100098,3213.199951,3246.550049,3110.776367,3791828
04-09-2021,3354,3354.350098,3308,3322.25,3183.310059,2911129
04-08-2021,3270,3335,3266.050049,3317.350098,3178.614502,2578118
04-07-2021,3259,3277.550049,3234.800049,3271.399902,3134.58667,2491268
04-06-2021,3275,3275,3230,3264.699951,3128.166992,2291562
04-05-2021,3171,3263,3151,3238.899902,3103.445557,5317862
04-01-2021,3191.100098,3215,3145,3165,3032.636475,4285076
3/31/2021,3155,3205,3132,3177.850098,3044.949463,3530069
3/30/2021,3083,3188.449951,3060.899902,3158.550049,3026.455811,4694008
3/26/2021,3090.649902,3118,3043.050049,3066.800049,2938.543457,3697370
3/25/2021,3112.199951,3130.850098,3050,3064.850098,2936.675049,3179786
3/24/2021,3111.199951,3152.300049,3111.149902,3121.100098,2990.572266,2207104
3/23/2021,3140,3169,3122.850098,3142.600098,3011.17334,3305973
3/22/2021,3048.699951,3139.449951,3018.649902,3129.649902,2998.764404,2821646
3/19/2021,3030,3099,3005,3050.199951,2922.637451,5776626
3/18/2021,3125.949951,3146.449951,2987.050049,3036.5,2909.510254,3656306
3/17/2021,3105,3155,3085.300049,3112.949951,2982.763428,3838390
3/16/2021,3060,3141,3060,3110.050049,2979.984375,4894756
3/15/2021,3041,3099,3041,3066.149902,2937.920166,3097083
03-12-2021,3075,3117,3041.350098,3057.949951,2930.063232,2938317
03-10-2021,3075,3093.199951,3060,3070.949951,2942.519775,3053778
03-09-2021,3006.949951,3066.899902,2992.100098,3050.949951,2923.355713,1942397
03-08-2021,3016,3033,2996,3006.949951,2881.196533,2003125
03-05-2021,3016.100098,3063.199951,2996.600098,3008.050049,2882.250488,3203686
03-04-2021,3023,3081.449951,3016.050049,3049.699951,2922.157959,3916760
03-03-2021,3035,3064,2996.899902,3059.100098,2931.165283,3509857
03-02-2021,2960,3025,2948,3006.350098,2880.621338,3306469
03-01-2021,2926,2965,2901.800049,2924.199951,2801.906738,3265871
2/26/2021,2960,2972.350098,2880,2894.300049,2773.257324,5553153
2/25/2021,2974,3029.899902,2968.449951,2995.300049,2870.033447,4224073
2/24/2021,2972,3003.350098,2921.149902,2948.100098,2824.807617,3774549
2/23/2021,2970,3028,2968,2980.199951,2855.564697,3832829
2/22/2021,3096,3096,2943.149902,2958.449951,2834.724365,5366696
2/19/2021,3058,3087.149902,3016.149902,3071.850098,2943.38208,3725028
2/18/2021,3065,3097.899902,3031,3057.350098,2929.48877,4189909
2/17/2021,3105.100098,3132.850098,3045.550049,3073.100098,2944.579834,3678426
2/16/2021,3150,3167.649902,3100,3108.800049,2978.787109,3435770
2/15/2021,3209,3209,3131.550049,3139.850098,3008.538574,2630853
02-12-2021,3184.199951,3245.5,3182,3190.800049,3057.357666,2777404
02-11-2021,3215,3219.300049,3185.050049,3206,3071.921875,1165882
02-10-2021,3185,3219.399902,3157.300049,3213.300049,3078.916504,2127983
02-09-2021,3195,3245.800049,3164,3176.899902,3044.038818,2658751
02-08-2021,3189.5,3226,3155.149902,3214.100098,3079.683105,2526592
02-05-2021,3198.949951,3205.850098,3129,3157.949951,3025.881592,2366135
02-04-2021,3216.050049,3237.850098,3176,3188.449951,3055.105713,2057261
02-03-2021,3213,3236,3162.649902,3200.050049,3066.220703,2505866
02-02-2021,3174,3224,3150,3203.449951,3069.478271,2881837
02-01-2021,3100,3165,3044.100098,3139.350098,3008.059082,3985846
1/29/2021,3210.050049,3216.850098,3100,3111.350098,2981.230469,5445659
1/28/2021,3230,3275,3183.800049,3196.550049,3062.866943,3083938
1/27/2021,3300,3306.449951,3227,3261.050049,3124.669678,2786662
1/25/2021,3308.949951,3339.800049,3278.649902,3291.300049,3153.655029,2272887
1/22/2021,3241.899902,3325,3241.899902,3303.100098,3164.961182,3052459
1/21/2021,3305,3309.149902,3262.100098,3273.850098,3136.93457,2778546
1/20/2021,3270,3327.949951,3267.100098,3308.800049,3170.422852,3453446
1/19/2021,3233,3279,3232,3260.699951,3124.33374,2975735
1/18/2021,3250,3256.75,3187.399902,3221.75,3087.012695,4160906
1/15/2021,3235,3274,3210,3233.350098,3098.128174,4131692
1/14/2021,3155,3266.5,3120.399902,3250.699951,3114.752441,6931542
1/13/2021,3175,3177,3126.25,3158.949951,3021.090332,3572801
01-12-2021,3176.449951,3210,3150,3174.850098,3036.296387,3611458
01-11-2021,3230,3230,3146.550049,3176.449951,3037.82666,9508039
01-08-2021,3090,3128,3060,3120.899902,2984.700684,5879039
01-07-2021,3075,3080.850098,3000.25,3032.800049,2900.445801,3717827
01-06-2021,3100,3113.5,3037.199951,3051.5,2918.32959,3726716
01-05-2021,3039.600098,3114.25,3039.600098,3093,2958.018066,5801309
01-04-2021,2950,3050.75,2940.949951,3039.449951,2906.805664,5113293
01-01-2021,2880,2940,2879,2928.25,2800.458496,2681440
12/31/2020,2900,2905,2845,2862.75,2737.817139,4040956
12/30/2020,2934.399902,2947.699951,2902,2909.300049,2782.335205,2637968
12/29/2020,2920,2952,2920,2930.5,2802.609863,1994151
12/28/2020,2910,2949.699951,2902,2929.399902,2801.558105,2108994
12/24/2020,2909,2921.350098,2883.199951,2909.350098,2782.383057,1807144
12/23/2020,2876.050049,2919,2865.449951,2908.75,2781.809082,2790988
12/22/2020,2834,2883.649902,2818.649902,2872.5,2747.141602,2881737
12/21/2020,2861,2886.5,2785,2820.149902,2697.075684,2705195
12/18/2020,2868,2898,2846.199951,2861,2736.143066,6076692
12/17/2020,2811,2853.699951,2805,2838.199951,2714.338135,2863460
12/16/2020,2779,2819.800049,2760.449951,2814.199951,2691.385498,2565149
12/15/2020,2786,2794.699951,2755,2761.550049,2641.033203,2365509
12/14/2020,2802,2804,2756.25,2797.699951,2675.605469,2483658
12-11-2020,2792.699951,2807.699951,2764.550049,2783.600098,2662.12085,1795408
12-10-2020,2818,2827.300049,2780.25,2784.300049,2662.790527,2127801
12-09-2020,2815,2840,2793.149902,2810.800049,2688.134033,3659996
12-08-2020,2740,2805.550049,2732.449951,2797.300049,2675.223145,4277818
12-07-2020,2715,2744,2706.149902,2737.699951,2618.224121,1996400
12-04-2020,2710.800049,2738.850098,2699,2727.550049,2608.517334,2686527
12-03-2020,2773.899902,2773.899902,2700.800049,2709.449951,2591.206787,2852548
12-02-2020,2719,2754.699951,2702.449951,2749.550049,2629.556885,2509032
12-01-2020,2679,2735.899902,2624.449951,2726.800049,2607.799805,3605017
11/27/2020,2705,2717.699951,2669.050049,2679.649902,2562.707275,6086808
11/26/2020,2686,2730.949951,2680,2720.600098,2601.870361,2341099
11/25/2020,2729,2732.949951,2688.199951,2701.300049,2583.413086,3302249
11/24/2020,2734.399902,2743,2705,2722.050049,2603.257568,3120516
11/23/2020,2690,2730,2665,2724.25,2605.361084,3706418
11/20/2020,2655,2676,2627.550049,2660.25,2544.154297,2711471
11/19/2020,2637,2676.149902,2630.850098,2636.899902,2521.822998,4167501
11/18/2020,2661,2664.199951,2607.050049,2626.649902,2512.020264,2893762
11/17/2020,2695,2695,2650.050049,2666.050049,2549.701172,2827273
11/14/2020,2677.949951,2689,2660.050049,2670.350098,2553.813232,298819
11/13/2020,2655.75,2664.899902,2636,2656.850098,2540.902344,2548093
11-12-2020,2686,2713,2661.75,2671.050049,2554.482666,2437505
11-11-2020,2667.949951,2692.800049,2643.399902,2687.800049,2570.502197,3242441
11-10-2020,2697.199951,2713.149902,2638.350098,2649.600098,2533.96875,4760020
11-09-2020,2731.100098,2744,2695.100098,2726.600098,2607.608643,3646592
11-06-2020,2699,2713.25,2681.300049,2707.449951,2589.294189,3884421
11-05-2020,2685,2710,2667,2685.699951,2568.493164,2816502
11-04-2020,2610,2721.850098,2610,2653.149902,2537.364014,4893928
11-03-2020,2604,2665,2601.050049,2633.600098,2518.666992,2879269
11-02-2020,2660,2664.850098,2600.050049,2604.600098,2490.932861,2571196
10/30/2020,2636.100098,2674.350098,2621.600098,2664.850098,2548.553467,3427003
10/29/2020,2608,2655,2600.25,2632.649902,2517.758545,3105968
10/28/2020,2650,2655.949951,2606,2622.199951,2507.764648,3569445
10/27/2020,2699.75,2718.149902,2624.100098,2630.149902,2515.36792,3537502
10/26/2020,2689.949951,2709.949951,2670.5,2688.199951,2570.884277,2672752
10/23/2020,2687.800049,2702,2670.100098,2686.800049,2569.54541,3499091
10/22/2020,2661,2686.649902,2638.100098,2671.149902,2554.578369,5262294
10/21/2020,2739,2749,2663.050049,2675.399902,2558.642822,4570143
10/20/2020,2725,2759.899902,2717.949951,2739,2619.467285,3406273
10/19/2020,2774,2774,2706.600098,2711.550049,2593.215088,3331194
10/16/2020,2750.100098,2771.649902,2731.300049,2763.300049,2642.706787,5273773
10/15/2020,2811,2827.75,2727,2740.600098,2620.998047,6629355
10/14/2020,2842,2842,2787.550049,2809.600098,2686.986816,4395936
10/13/2020,2845,2854.899902,2812.199951,2826.550049,2691.720459,4209878
10-12-2020,2815.5,2854,2800.75,2830,2695.005371,4623203
10-09-2020,2810,2829.850098,2780,2812.949951,2678.768799,7739245
10-08-2020,2800,2885,2800,2825.699951,2690.910889,19839329
10-07-2020,2742,2770,2703,2735.949951,2605.442139,9656101
10-06-2020,2736,2736,2650.100098,2714.300049,2584.824463,9846367
10-05-2020,2620,2728.100098,2603.050049,2705.800049,2576.730225,17412105
10-01-2020,2510,2540,2492.300049,2523.449951,2403.078369,2610337
9/30/2020,2489,2505,2460,2492.300049,2373.414795,3917166
9/29/2020,2434.850098,2511.050049,2426.300049,2488.399902,2369.700684,6995811
9/28/2020,2440,2444,2366,2426.300049,2310.5625,4347166
9/25/2020,2368,2440,2352.100098,2422.300049,2306.753662,8228267
9/24/2020,2450,2450,2302.600098,2332.25,2220.999268,8424708
9/23/2020,2510,2519.850098,2409,2467.449951,2349.749756,7502280
9/22/2020,2485,2555,2458,2522.949951,2402.602051,7499613
9/21/2020,2465,2504.899902,2452.149902,2465.300049,2347.702393,4598809
9/18/2020,2485,2500.399902,2436.399902,2449.899902,2333.037354,4183256
9/17/2020,2480,2495.75,2450.600098,2460.949951,2343.559814,4828176
9/16/2020,2488.949951,2507.600098,2477.300049,2503,2383.604004,3074003
9/15/2020,2491.399902,2538,2464.600098,2491.399902,2372.557373,7318770
9/14/2020,2384.100098,2505.75,2381.850098,2491.399902,2372.557373,7512131
09-11-2020,2330.949951,2383,2330.149902,2374.100098,2260.852783,4145424
09-10-2020,2335,2348.5,2324.300049,2331.149902,2219.951416,2308813
09-09-2020,2325,2359,2320,2327.649902,2216.618164,3866535
09-08-2020,2335.949951,2390.449951,2327.050049,2348.199951,2236.188232,7453998
09-07-2020,2289,2343.5,2283.350098,2327.050049,2216.046875,4620401
09-04-2020,2275,2324.25,2262.949951,2288.800049,2179.621582,5231303
09-03-2020,2268,2324,2268,2299.5,2189.811279,4654146
09-02-2020,2247,2268.75,2241.649902,2265.149902,2157.099854,2084137
09-01-2020,2269,2278,2241.300049,2246.350098,2139.196533,3610908
8/31/2020,2240,2276.199951,2228,2257.25,2149.576172,6018154
8/28/2020,2268.399902,2279.949951,2235.100098,2238.550049,2131.768311,2941136
8/27/2020,2266,2287.350098,2241.75,2248.399902,2141.148682,3579393
8/26/2020,2242,2259.899902,2216.449951,2253.5,2146.005127,2618149
8/25/2020,2245,2250,2233.550049,2242.649902,2135.67334,1663419
8/24/2020,2250.600098,2259.949951,2230,2248.100098,2140.863037,2167966
8/21/2020,2260,2271,2241.050049,2248.600098,2141.3396,1975294
8/20/2020,2257,2276.550049,2240.050049,2252.850098,2145.386719,2895164
8/19/2020,2276.350098,2284.600098,2252.5,2256.600098,2148.957764,2843005
8/18/2020,2262.800049,2289,2248.300049,2269.75,2161.479736,3493374
8/17/2020,2263,2270,2238.25,2253.399902,2145.910156,2625630
8/14/2020,2277,2281.300049,2233.100098,2242.149902,2135.196777,2270405
8/13/2020,2273,2300,2250.5,2254.449951,2146.909912,2695682
08-12-2020,2288.350098,2296.399902,2246.550049,2257.350098,2149.671143,3415751
08-11-2020,2283,2312,2275.600098,2279.899902,2171.145508,2774423
08-10-2020,2318,2325,2276.050049,2282.800049,2173.908203,2929353
08-07-2020,2308,2328,2287,2295.350098,2185.859131,3165491
08-06-2020,2275,2319.5,2265.350098,2308.100098,2198.000977,4748047
08-05-2020,2260,2300,2253,2259.5,2151.719238,3800641
08-04-2020,2259.949951,2269.649902,2225.050049,2249.699951,2142.386475,2927928
08-03-2020,2290.449951,2303.850098,2230.699951,2254.149902,2146.624023,4012337
7/31/2020,2303.149902,2334.800049,2257.449951,2281.399902,2172.574463,4723290
7/30/2020,2285.899902,2358,2272.25,2279.5,2170.765381,7098496
7/29/2020,2292,2342,2246.050049,2276.050049,2167.479492,6090431
7/28/2020,2215,2320,2215,2309.75,2199.572266,8092319
7/27/2020,2165,2215,2163.5,2206.800049,2101.532715,4248480
7/24/2020,2154.5,2163,2125.100098,2157.399902,2054.489258,3665100
7/23/2020,2190.949951,2190.949951,2163,2171.199951,2067.631348,2265766
7/22/2020,2231,2231,2184.199951,2190.949951,2086.438965,2861534
7/21/2020,2230,2238.649902,2201.149902,2225.050049,2118.912354,2665286
7/20/2020,2201,2226.899902,2190.800049,2207.899902,2102.580322,2952646
7/17/2020,2237,2243.899902,2190.050049,2200.75,2095.771729,4509135
7/16/2020,2244,2333,2220.100098,2234.75,2128.149658,8582118
7/15/2020,2185,2260,2181.100098,2233.899902,2122.578857,5569321
7/14/2020,2210,2239,2165,2171.949951,2063.716064,2976738
7/13/2020,2220,2244.949951,2210,2220,2109.371826,2963503
07-10-2020,2205.25,2249.850098,2176,2222.350098,2111.604492,9610320
07-09-2020,2229,2244.5,2191.050049,2204.350098,2094.501709,3443998
07-08-2020,2270,2274.399902,2207.600098,2218.899902,2108.326416,2793358
07-07-2020,2275,2302.699951,2232.149902,2269.899902,2156.784668,5630055
07-06-2020,2205,2269.899902,2205,2263.199951,2150.418945,5190366
07-03-2020,2163.649902,2205,2160.25,2199.649902,2090.0354,4185208
07-02-2020,2102,2165,2098,2157.149902,2049.653564,3758699
07-01-2020,2079.699951,2113.949951,2079.5,2092.050049,1987.797607,2503466
6/30/2020,2100,2111.899902,2075.050049,2082.149902,1978.391113,3071725
6/29/2020,2108,2127.600098,2091.300049,2101.649902,1996.919312,3076341
6/26/2020,2025,2132,2019.949951,2118.850098,2013.262085,6300722
6/25/2020,2035,2060,2009.25,2016.099976,1915.632324,3043931
6/24/2020,2034,2064.25,2031.599976,2042.199951,1940.431763,2560937
6/23/2020,2027,2044,2010,2035.300049,1933.87561,4205944
6/22/2020,2050,2052.25,2019.150024,2027.949951,1926.89209,3196138
6/19/2020,2042,2090,2032,2044.599976,1942.712402,5681758
6/18/2020,2045,2059.199951,2025.199951,2038.099976,1936.536011,1944389
6/17/2020,2046,2058.850098,2026.550049,2047.800049,1945.753052,2703527
6/16/2020,2065,2073.949951,2031,2045.800049,1943.852417,2146528
6/15/2020,2039.099976,2059,2000.949951,2029.900024,1928.744873,2399022
06-12-2020,2011.199951,2049.199951,2011,2039.5,1937.866211,2842642
06-11-2020,2100,2105,2061.800049,2067.649902,1964.613525,2269513
06-10-2020,2077.050049,2132,2073.5,2108.75,2003.665649,5168397
06-09-2020,2063.100098,2095.5,2060.25,2072.050049,1968.794312,2909439
06-08-2020,2078.25,2095,2062.100098,2071.75,1968.509277,2957841
06-05-2020,2091.600098,2098,2040.300049,2048.25,1946.18042,3573289
06-04-2020,2046.75,2100,2046.75,2091.550049,1987.322754,4048593
06-03-2020,2051.850098,2063.75,2020,2046.150024,1944.185059,3699799
06-02-2020,2060.199951,2081,2040.050049,2047.150024,1939.434326,2443886
06-01-2020,1990,2060,1981.099976,2045.25,1937.634521,3747773
5/29/2020,1982,2002.650024,1962.400024,1972.349976,1868.569824,7237735
5/28/2020,1988.5,2014,1971.300049,2004.300049,1898.838867,3475681
5/27/2020,1959,2010,1941.25,2005.300049,1899.786377,3482160
5/26/2020,2015,2024,1925,1943,1840.764404,4575317
5/22/2020,1977.099976,2032,1961.25,2020.349976,1914.044312,3663418
5/21/2020,1946,1998,1941.150024,1991.199951,1886.427979,3400908
5/20/2020,1950,1962.900024,1931.699951,1953.599976,1850.806641,2778505
5/19/2020,1903,1966.449951,1903,1948.650024,1846.117065,3198693
5/18/2020,1907,1952.949951,1872.099976,1945.599976,1843.227661,3727694
5/15/2020,1916,1917.400024,1865.199951,1892.900024,1793.300659,3173682
5/14/2020,1910,1923.099976,1891.099976,1902.349976,1802.253296,2263146
5/13/2020,1994,1994,1925.650024,1949.650024,1847.064575,2656665
05-12-2020,1933.400024,1956.5,1910.25,1949.5,1846.922241,3256595
05-11-2020,1909,1951.400024,1909,1935.300049,1833.46936,2449841
05-08-2020,1939.099976,1939.5,1886.25,1893.400024,1793.774292,2686530
05-07-2020,1910,1934.449951,1883.349976,1891.650024,1792.116211,3166754
05-06-2020,1939.800049,1953.699951,1893.599976,1903.599976,1803.4375,3517431
05-05-2020,1955.099976,1977,1927,1932.75,1831.053711,2905528
05-04-2020,1966,1966,1913.650024,1930.449951,1828.874634,3729348
4/30/2020,1980,2032,1942.199951,2014.449951,1908.454712,5915544
4/29/2020,1874,1912.550049,1850.050049,1905.650024,1805.379883,4241510
4/28/2020,1865,1868,1832.599976,1859.050049,1761.231567,2678505
4/27/2020,1832.300049,1875,1825,1836.599976,1739.962646,3374741
4/24/2020,1840.699951,1851.949951,1807.800049,1818.550049,1722.862671,2987102
4/23/2020,1780,1900,1760.849976,1878.25,1779.421021,5934366
4/22/2020,1737.650024,1790,1719.150024,1769.5,1676.393433,3829836
4/21/2020,1765,1794.599976,1727.699951,1737.650024,1646.219482,5122541
4/20/2020,1830,1830,1802.5,1818.650024,1722.957397,3244282
4/17/2020,1800,1851.949951,1753,1806.199951,1711.162354,9895823
4/16/2020,1709.949951,1764.900024,1675.050049,1716.050049,1625.755859,6245533
4/15/2020,1785,1812,1727.800049,1735.150024,1643.850952,4761399
4/13/2020,1761,1787,1746,1759.25,1666.682983,2990438
04-09-2020,1750.449951,1778.800049,1731.199951,1766.150024,1673.219971,5307397
04-08-2020,1760,1806,1701,1705.449951,1615.713379,6285615
04-07-2020,1710,1785.849976,1705,1775.199951,1681.793457,5427577
04-03-2020,1740,1740,1650,1654.199951,1567.160278,5735369
04-01-2020,1825.900024,1834.75,1702,1708.75,1618.839844,4941878
3/31/2020,1837.400024,1855,1780,1826.099976,1730.015381,3927593
3/30/2020,1766,1905,1763.550049,1778.5,1684.920166,8513547
3/27/2020,1820,1850,1750.400024,1824.5,1728.499634,4331250
3/26/2020,1831.599976,1832.050049,1722.550049,1790.949951,1696.714722,4556067
3/25/2020,1700,1810,1680,1750.300049,1658.203735,2765520
3/24/2020,1653.050049,1770,1632.849976,1703.150024,1613.534668,6350865
3/23/2020,1620,1750,1617.75,1669.699951,1581.844849,7003490
3/20/2020,1630,1869,1627,1797.449951,1702.872681,8547498
3/19/2020,1559.699951,1685.449951,1546.75,1636.349976,1550.249512,5135111
3/18/2020,1676.800049,1713.550049,1627.75,1654.400024,1555.981079,7258778
3/17/2020,1730,1731,1623.150024,1658,1559.366821,5713248
3/16/2020,1755,1842.25,1675.849976,1696.400024,1595.482422,7844271
3/13/2020,1687.900024,1820,1506.050049,1806.300049,1698.844604,8029720
03-12-2020,1904,1908.400024,1758.349976,1769.849976,1664.56311,8728786
03-11-2020,1933,1987.300049,1920,1953.699951,1837.476074,6796449
03-09-2020,2075,2079.899902,1935,1972.349976,1855.016357,4940975
03-06-2020,2098,2123.649902,2071.600098,2116.449951,1990.544067,2595027
03-05-2020,2085.699951,2147.75,2084.050049,2125.050049,1998.632813,3937056
03-04-2020,2056,2094.449951,2025,2083.199951,1959.271973,3237002
03-03-2020,2020,2060,2012,2036.199951,1915.068115,2757585
03-02-2020,2035,2053.949951,1985.699951,2001.300049,1882.244263,2667076
2/28/2020,2068,2069.5,1990,2000.150024,1881.162842,4298076
2/27/2020,2119.949951,2119.949951,2086.199951,2105.5,1980.245361,2349001
2/26/2020,2154,2163.899902,2112.949951,2123.600098,1997.269043,2686842
2/25/2020,2115.5,2176.649902,2111,2156.149902,2027.882324,2674567
2/24/2020,2156,2178.949951,2106.699951,2115.350098,1989.509888,3092877
2/20/2020,2204.5,2214.399902,2151.25,2156.800049,2028.493774,2317278
2/19/2020,2215.75,2230,2190.5,2196.350098,2065.691162,1760463
2/18/2020,2199.949951,2221,2186.050049,2215.75,2083.936768,2486223
2/17/2020,2196.949951,2217,2190.199951,2203.25,2072.180664,1774724
2/14/2020,2188,2212,2171,2184.199951,2054.263916,1500115
2/13/2020,2172.949951,2197,2171,2191.949951,2061.55249,1645948
02-12-2020,2151.100098,2185,2150,2170.75,2041.614136,1620407
02-11-2020,2163,2174.800049,2147.600098,2153.399902,2025.295532,1335820
02-10-2020,2140.899902,2167,2119,2161.949951,2033.337524,2383032
02-07-2020,2139,2151,2119,2136.550049,2009.448364,2083442
02-06-2020,2145,2174.199951,2115.5,2128.350098,2001.736328,2640065
02-05-2020,2115,2156.699951,2104.300049,2146.550049,2018.853271,2439322
